orthogroup,gene,product,avg_bp_length
OG0001419,,hypothetical protein; baseplate assembly protein,385.2692307692308
OG0001420,,hypothetical protein,227.04
OG0001421,,hypothetical protein,525
OG0001422,pemK; pemK_1; pemK_2,type II toxin-antitoxin system PemK/MazF family toxin; Endoribonuclease PemK; hypothetical protein,317.04
OG0001423,cycA_2; cycA_1,amino acid permease; D-serine/D-alanine/glycine transporter,1394.04
OG0001424,,hypothetical protein; short-chain dehydrogenase,482.52
OG0001425,,hypothetical protein; type IV secretion protein VblB7,288.24
OG0001426,smc,hypothetical protein; Chromosome partition protein Smc,392.04
OG0001427,,hypothetical protein; DUF5664 domain-containing protein,543
OG0001428,hicB_2; hicB_1; hicB,Antitoxin HicB; hypothetical protein,379.24
OG0001429,,hypothetical protein; ATP-binding protein; AAA family ATPase,983.52
OG0001430,,hypothetical protein,270
OG0001431,,hypothetical protein; DUF3486 family protein,557.04
OG0001432,,hypothetical protein,1031.96
OG0001433,,hypothetical protein; DUF2190 family protein,342.12
OG0001434,,hypothetical protein,942.12
OG0001435,,hypothetical protein; DUF1320 domain-containing protein,422.04
OG0001436,,hypothetical protein,195.12
OG0001437,,BrnT family toxin; hypothetical protein,264.75
OG0001438,,hypothetical protein,362.4166666666667
OG0001439,,hypothetical protein,578.125
OG0001440,cpdA_2; cpdA_3,"metallophosphoesterase; 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",1131.875
OG0001441,,hypothetical protein,228.125
OG0001442,,hypothetical protein,799.75
OG0001443,repC,hypothetical protein; replication initiation protein RepC,807
OG0001444,,hypothetical protein; DUF935 domain-containing protein,1589.4166666666667
OG0001445,,hypothetical protein; phage virion morphogenesis protein,493.25
OG0001446,,hypothetical protein,525
OG0001447,,hypothetical protein,396.625
OG0001448,pbuE,Purine efflux pump PbuE,1093.25
OG0001449,,hypothetical protein,320.3478260869565
OG0001450,,BrnA antitoxin family protein; hypothetical protein; CopG family antitoxin,251.82608695652175
OG0001451,fdhE,formate dehydrogenase accessory protein FdhE; Protein FdhE,902.6086956521739
OG0001452,,hypothetical protein,202.43478260869566
OG0001453,,DMT family transporter; hypothetical protein; EamA family transporter,805.695652173913
OG0001454,,hypothetical protein,491.60869565217394
OG0001455,,hypothetical protein,193.69565217391303
OG0001456,,hypothetical protein,321.7826086956522
OG0001457,,hypothetical protein,156.3913043478261
OG0001458,,hypothetical protein; helix-turn-helix domain-containing protein,404.60869565217394
OG0001459,,hypothetical protein; peptidoglycan-binding protein,585.1304347826087
OG0001460,,hypothetical protein; DUF2730 family protein,315
OG0001461,,hypothetical protein,351.9130434782609
OG0001462,,hypothetical protein,391.17391304347825
OG0001463,,hypothetical protein,173.47826086956522
OG0001464,,hypothetical protein,350.3181818181818
OG0001465,cpdA_3; cpdA_2,"metallophosphoesterase; 3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",1483.7727272727273
OG0001466,,hypothetical protein,179.86363636363637
OG0001467,,hypothetical protein; AlpA family phage regulatory protein,274.5
OG0001468,,hypothetical protein; type II toxin-antitoxin system Phd/YefM family antitoxin,252
OG0001469,,hypothetical protein,202.22727272727272
OG0001470,higA_1,hypothetical protein; Antitoxin HigA,196.0909090909091
OG0001471,,hypothetical protein,339.8181818181818
OG0001472,,hypothetical protein,376.3636363636364
OG0001473,slyX,SlyX family protein; Protein SlyX,194
OG0001474,,hypothetical protein,287.85714285714283
OG0001475,,hypothetical protein,885
OG0001476,moaA,"radical SAM protein; GTP 3',8-cyclase; hypothetical protein",743.8571428571429
OG0001477,aptA_1; aptA_2; aptA,Apulose-4-phosphate transketolase subunit A,752.2857142857143
OG0001478,,hypothetical protein; DUF3472 domain-containing protein,996.4285714285714
OG0001479,,hypothetical protein; helix-turn-helix domain-containing protein,243.95238095238096
OG0001480,murA_2; murA_1,hypothetical protein; UDP-N-acetylglucosamine 1-carboxyvinyltransferase,195.85714285714286
OG0001481,,hypothetical protein,732.7
OG0001482,,hypothetical protein,240.15
OG0001483,,MFS transporter; hypothetical protein,1176.6
OG0001484,,hypothetical protein,297
OG0001485,,hypothetical protein; antitoxin,189.45
OG0001486,,hypothetical protein,324.9
OG0001487,apxIB; ltxB; apxIB_2; apxIB_1,hypothetical protein; Toxin RTX-I translocation ATP-binding protein; Leukotoxin export ATP-binding protein LtxB; ABC transporter transmembrane domain-containing protein,327.6
OG0001488,,hypothetical protein,763.05
OG0001489,,hypothetical protein,418.2
OG0001490,tnpR_1; tnpR_2,hypothetical protein; recombinase family protein; Transposon gamma-delta resolvase,358.35
OG0001491,,hypothetical protein,167.85
OG0001492,,HaeIII family restriction endonuclease; hypothetical protein,268.8
OG0001493,,hypothetical protein,609.45
OG0001494,yejF,ABC transporter ATP-binding protein; hypothetical protein; putative ABC transporter ATP-binding protein YejF,320.5263157894737
OG0001495,,hypothetical protein,382.42105263157896
OG0001496,,type II toxin-antitoxin system RelE/ParE family toxin; hypothetical protein,259.2631578947368
OG0001497,,helix-turn-helix transcriptional regulator; hypothetical protein,354.1578947368421
OG0001498,mazF; mazF_1; mazF_2,type II toxin-antitoxin system PemK/MazF family toxin; putative endoribonuclease MazF; hypothetical protein,312.1578947368421
OG0001499,,TM2 domain-containing protein; hypothetical protein,426.57894736842104
OG0001500,,NINE protein; hypothetical protein; TM2 domain-containing protein,438.57894736842104
OG0001501,mdtH,MFS transporter; Multidrug resistance protein MdtH; hypothetical protein,1005.1578947368421
OG0001502,,hypothetical protein,512.6842105263158
OG0001503,,hypothetical protein,845.2105263157895
OG0001504,,hypothetical protein,764.0526315789474
OG0001505,,hypothetical protein,752.2105263157895
OG0001506,,hypothetical protein,561.3157894736842
OG0001507,,hypothetical protein,381.94736842105266
OG0001508,,hypothetical protein,105
OG0001509,,hypothetical protein,165.1578947368421
OG0001510,,hypothetical protein,150.1578947368421
OG0001511,,hypothetical protein,240.6315789473684
OG0001512,,phage head protein; hypothetical protein,1068.4736842105262
OG0001513,,hypothetical protein,201.1578947368421
OG0001514,,hypothetical protein,211.10526315789474
OG0001515,,antitoxin MazE family protein; hypothetical protein,225
OG0001516,aas,Bifunctional protein Aas; MFS transporter,1843
OG0001517,,hypothetical protein,213.33333333333334
OG0001518,,hypothetical protein,564.8333333333334
OG0001519,,hypothetical protein,793
OG0001520,shlB_2; shlB_3; shlB_1,Hemolysin transporter protein ShlB; ShlB/FhaC/HecB family hemolysin secretion/activation protein; hypothetical protein,1687.3333333333333
OG0001521,,hypothetical protein,238.5
OG0001522,,hypothetical protein,1302.5
OG0001523,,hypothetical protein,276.3333333333333
OG0001524,,hypothetical protein,139.16666666666666
OG0001525,,hypothetical protein,222.33333333333334
OG0001526,,hypothetical protein,202.83333333333334
OG0001527,,hypothetical protein; helix-turn-helix domain-containing protein,221.66666666666666
OG0001528,,hypothetical protein,167.66666666666666
OG0001529,,hypothetical protein,208.83333333333334
OG0001530,,hypothetical protein; autotransporter outer membrane beta-barrel domain-containing protein,368.3333333333333
OG0001531,higB; higB_1; higB_2,type II toxin-antitoxin system RelE/ParE family toxin; Endoribonuclease HigB,278.29411764705884
OG0001532,,hypothetical protein; DUF488 domain-containing protein; DUF488 family protein,417
OG0001533,,hypothetical protein; ABC transporter ATP-binding protein,1068.3529411764705
OG0001534,,type II toxin-antitoxin system RelE/ParE family toxin; hypothetical protein,294.88235294117646
OG0001535,,hypothetical protein,434.29411764705884
OG0001536,,hypothetical protein,143.47058823529412
OG0001537,,hypothetical protein,262.94117647058823
OG0001538,,hypothetical protein,362.47058823529414
OG0001539,,hypothetical protein,252.88235294117646
OG0001540,COQ3_1; COQ3,"hypothetical protein; Ubiquinone biosynthesis O-methyltransferase, mitochondrial",407.29411764705884
OG0001541,,hypothetical protein,289.94117647058823
OG0001542,,hypothetical protein,194.8235294117647
OG0001543,,hypothetical protein,619.0588235294117
OG0001544,,hypothetical protein; type II toxin-antitoxin system HicA family toxin,183
OG0001545,,MFS transporter; hypothetical protein,213.88235294117646
OG0001546,,hypothetical protein,254.11764705882354
OG0001547,,hypothetical protein,186
OG0001548,,hypothetical protein,173.8235294117647
OG0001549,,hypothetical protein,322.5882352941176
OG0001550,,hypothetical protein,935.4705882352941
OG0001551,,hypothetical protein,439.7647058823529
OG0001552,,hypothetical protein,147
OG0001553,,hypothetical protein,249.7058823529412
OG0001554,,hypothetical protein,96.70588235294117
OG0001555,,hypothetical protein,214.23529411764707
OG0001556,,hypothetical protein,215.8235294117647
OG0001557,,hypothetical protein,160.05882352941177
OG0001558,,extracellular solute-binding protein; hypothetical protein,524.4375
OG0001559,,"L,D-transpeptidase family protein; hypothetical protein",335.625
OG0001560,,porin family protein; hypothetical protein,838.3125
OG0001561,,hypothetical protein,608.8125
OG0001562,,hypothetical protein,195
OG0001563,,hypothetical protein,457.6875
OG0001564,,hypothetical protein; antA/AntB antirepressor family protein,350.0625
OG0001565,,hypothetical protein,585.1875
OG0001566,ydhC_2,hypothetical protein; Inner membrane transport protein YdhC,325.5
OG0001567,,hypothetical protein,138
OG0001568,,hypothetical protein,218.4375
OG0001569,,hypothetical protein,208.5
OG0001570,,hypothetical protein,159
OG0001571,,hypothetical protein,162
OG0001572,,hypothetical protein,387
OG0001573,shlB; shlB_1,hypothetical protein; Hemolysin transporter protein ShlB,283.6875
OG0001574,,hypothetical protein,189
OG0001575,,hypothetical protein,273
OG0001576,,hypothetical protein,216
OG0001577,,hypothetical protein,122.25
OG0001578,,hypothetical protein,183
OG0001579,,hypothetical protein,199.6875
OG0001580,,hypothetical protein,183
OG0001581,pigH,"4-hydroxy-2,2'-bipyrrole-5-methanol synthase PigH",783
OG0001582,,hypothetical protein,261
OG0001583,,hypothetical protein,204
OG0001584,,hypothetical protein,111
OG0001585,,hypothetical protein,177
OG0001586,,hypothetical protein,156
OG0001587,,hypothetical protein,618
OG0001588,,hypothetical protein,168.375
OG0001589,,hypothetical protein,134.25
OG0001590,,hypothetical protein,162
OG0001591,,hypothetical protein,120
OG0001592,,type II toxin-antitoxin system HicB family antitoxin; hypothetical protein,396
OG0001593,,virulence RhuM family protein; hypothetical protein,880.8
OG0001594,,4-oxalocrotonate tautomerase family protein; putative tautomerase,187.6
OG0001595,,hypothetical protein,433.4
OG0001596,,abortive infection family protein; hypothetical protein,594.2
OG0001597,,hypothetical protein,159
OG0001598,,hypothetical protein,455.6
OG0001599,,hypothetical protein,199.4
OG0001600,,hypothetical protein,219.93333333333334
OG0001601,,hypothetical protein,123
OG0001602,,hypothetical protein; helix-turn-helix transcriptional regulator; LexA family transcriptional regulator,418
OG0001603,ido,hypothetical protein; L-isoleucine-4-hydroxylase,568.2
OG0001604,,hypothetical protein,357.4
OG0001605,,hypothetical protein,291
OG0001606,,hypothetical protein,222
OG0001607,,hypothetical protein,108
OG0001608,,hypothetical protein,313.4
OG0001609,,hypothetical protein,516.6
OG0001610,,DUF1376 domain-containing protein; hypothetical protein; helix-turn-helix domain-containing protein,353.7857142857143
OG0001611,,type II toxin-antitoxin system HicA family toxin; hypothetical protein,199.5
OG0001612,,helix-turn-helix domain-containing protein; hypothetical protein; helix-turn-helix transcriptional regulator,298.07142857142856
OG0001613,,hypothetical protein,501.85714285714283
OG0001614,,hypothetical protein,2668.714285714286
OG0001615,,hypothetical protein,182.35714285714286
OG0001616,,hypothetical protein,977.5714285714286
OG0001617,,hypothetical protein,516
OG0001618,,hypothetical protein,207.64285714285714
OG0001619,,hypothetical protein,186
OG0001620,,hypothetical protein,344.7857142857143
OG0001621,,hypothetical protein,180
OG0001622,,hypothetical protein; DUF6421 family protein,325.5
OG0001623,,hypothetical protein,417.64285714285717
OG0001624,,hypothetical protein,171
OG0001625,,hypothetical protein,132
OG0001626,,BrnT family toxin; hypothetical protein,299.7692307692308
OG0001627,,hypothetical protein,366
OG0001628,,hypothetical protein,352.38461538461536
OG0001629,,hypothetical protein,1057.8461538461538
OG0001630,,hypothetical protein,162.23076923076923
OG0001631,,hypothetical protein,114
OG0001632,,hypothetical protein,247.6153846153846
OG0001633,,hypothetical protein,123.46153846153847
OG0001634,,hypothetical protein,201
OG0001635,,hypothetical protein,183
OG0001636,,hypothetical protein,150
OG0001637,,hypothetical protein,117
OG0001638,,hypothetical protein,468.6923076923077
OG0001639,,hypothetical protein,177
OG0001640,,hypothetical protein,171
OG0001641,,hypothetical protein,144
OG0001642,,hypothetical protein,123.23076923076923
OG0001643,,hypothetical protein,177
OG0001644,,hypothetical protein; phage portal protein,2042.076923076923
OG0001645,,hypothetical protein,910.3846153846154
OG0001646,,hypothetical protein,418.61538461538464
OG0001647,,hypothetical protein; tail fiber domain-containing protein,1056
OG0001648,,hypothetical protein,1872.4615384615386
OG0001649,,hypothetical protein,2278.846153846154
OG0001650,,hypothetical protein; autotransporter outer membrane beta-barrel domain-containing protein,2104.846153846154
OG0001651,,hypothetical protein,411
OG0001652,,hypothetical protein,99
OG0001653,,hypothetical protein,292.15384615384613
OG0001654,,hypothetical protein,131.53846153846155
OG0001655,,hypothetical protein,123
OG0001656,,hypothetical protein,192
OG0001657,,hypothetical protein,613.3846153846154
OG0001658,,hypothetical protein,353.38461538461536
OG0001659,nagZ,beta-N-acetylhexosaminidase; hypothetical protein,315.25
OG0001660,,YbfB/YjiJ family MFS transporter; hypothetical protein,625.5
OG0001661,,hypothetical protein,164.5
OG0001662,,hypothetical protein,166
OG0001663,,hypothetical protein,159.5
OG0001664,,hypothetical protein,202.5
OG0001665,,hypothetical protein,117
OG0001666,,hypothetical protein,147.5
OG0001667,,hypothetical protein,176.25
OG0001668,,hypothetical protein,153
OG0001669,,hypothetical protein,422.25
OG0001670,,hypothetical protein,164.25
OG0001671,,hypothetical protein,361.5
OG0001672,,hypothetical protein; N4-gp56 family major capsid protein,1143.25
OG0001673,,hypothetical protein,461.25
OG0001674,,hypothetical protein; VENN motif pre-toxin domain-containing protein,487.75
OG0001675,,hypothetical protein,405.5
OG0001676,,hypothetical protein; DUF637 domain-containing protein; filamentous hemagglutinin N-terminal domain-containing protein,6487.75
OG0001677,,hypothetical protein,161.75
OG0001678,,hypothetical protein,189
OG0001679,,hypothetical protein,163
OG0001680,,hypothetical protein,138
OG0001681,,hypothetical protein,1136.75
OG0001682,,hypothetical protein,205.5
OG0001683,,phage repressor protein; hypothetical protein; transcriptional regulator,618
OG0001684,,hypothetical protein,351.27272727272725
OG0001685,,hypothetical protein,180
OG0001686,,hypothetical protein,139.36363636363637
OG0001687,ttuE_3; ttuE_2; ttuE_1,Pyruvate kinase; hypothetical protein,136.9090909090909
OG0001688,,hypothetical protein,459.8181818181818
OG0001689,,hypothetical protein,189
OG0001690,,hypothetical protein,159.27272727272728
OG0001691,,hypothetical protein,283.3636363636364
OG0001692,,hypothetical protein,180
OG0001693,,hypothetical protein,105
OG0001694,,hypothetical protein,511.09090909090907
OG0001695,,hypothetical protein; phage antirepressor Ant,374.1818181818182
OG0001696,,hypothetical protein,281.1818181818182
OG0001697,,hypothetical protein,132
OG0001698,,hypothetical protein,611.1818181818181
OG0001699,,hypothetical protein,444
OG0001700,,hypothetical protein,840.3
OG0001701,fabG3,SDR family oxidoreductase; 3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase; hypothetical protein,480.9
OG0001702,,hypothetical protein; porin family protein,577.2
OG0001703,,hypothetical protein; helix-turn-helix domain-containing protein,301.2
OG0001704,,hypothetical protein,356.4
OG0001705,,hypothetical protein,99
OG0001706,,hypothetical protein,214.8
OG0001707,,hypothetical protein,282.6
OG0001708,,hypothetical protein,531
OG0001709,,hypothetical protein,387.9
OG0001710,,hypothetical protein,413.7
OG0001711,,hypothetical protein,194.4
OG0001712,,hypothetical protein,133.2
OG0001713,,hypothetical protein,413.1
OG0001714,,hypothetical protein,169.8
OG0001715,,hypothetical protein,147
OG0001716,,hypothetical protein,401.7
OG0001717,,hypothetical protein,941.7
OG0001718,virC1,Protein virC1; ParA family protein; hypothetical protein; AAA family ATPase,649.5
OG0001719,,hypothetical protein,168.9
OG0001720,,hypothetical protein,483.6
OG0001721,,hypothetical protein,252
OG0001722,,hypothetical protein,711
OG0001723,,hypothetical protein,101.1
OG0001724,,hypothetical protein,234
OG0001725,,hypothetical protein,249.9
OG0001726,priA_1; priA_2,primosomal protein N',340.2
OG0001727,,hypothetical protein,210
OG0001728,,GpE family phage tail protein; hypothetical protein,74.33333333333333
OG0001729,,ATP-binding protein; hypothetical protein,2064
OG0001730,,hypothetical protein,227.33333333333334
OG0001731,,hypothetical protein,136.33333333333334
OG0001732,,hypothetical protein,141
OG0001733,,hypothetical protein,261
OG0001734,,hypothetical protein,296
OG0001735,,hypothetical protein,90
OG0001736,,hypothetical protein,403.6666666666667
OG0001737,,hypothetical protein,231
OG0001738,,hypothetical protein,148.33333333333334
OG0001739,,hypothetical protein,111
OG0001740,,hypothetical protein,317
OG0001741,,hypothetical protein,235.33333333333334
OG0001742,,hypothetical protein,228.33333333333334
OG0001743,,hypothetical protein,281
OG0001744,,hypothetical protein,268.6666666666667
OG0001745,,hypothetical protein,146
OG0001746,,hypothetical protein,303
OG0001747,,hypothetical protein,416.3333333333333
OG0001748,,hypothetical protein,279.3333333333333
OG0001749,,hypothetical protein,350.3333333333333
OG0001750,,hypothetical protein,183
OG0001751,,hypothetical protein,186
OG0001752,,hypothetical protein,163.66666666666666
OG0001753,,hypothetical protein,540
OG0001754,yopJ_5,hypothetical protein; Effector protein YopJ,1770.3333333333333
OG0001755,,hypothetical protein; toxin HicA,270.75
OG0001756,rpmH,50S ribosomal protein L34,135
OG0001757,,hypothetical protein,321.75
OG0001758,ykgO,type B 50S ribosomal protein L36,126
OG0001759,,hypothetical protein,279.375
OG0001760,,hypothetical protein,209.625
OG0001761,,hypothetical protein,162
OG0001762,,hypothetical protein,211.125
OG0001763,,hypothetical protein,224.25
OG0001764,,hypothetical protein,381
OG0001765,,hypothetical protein,156
OG0001766,,hypothetical protein,630
OG0001767,,hypothetical protein,198
OG0001768,,hypothetical protein,317.625
OG0001769,,hypothetical protein,390
OG0001770,,hypothetical protein,129
OG0001771,,hypothetical protein,785.25
OG0001772,,hypothetical protein,99
OG0001773,,hypothetical protein,454.875
OG0001774,,hypothetical protein; type II toxin-antitoxin system RelE/ParE family toxin,351
OG0001775,,hypothetical protein,198
OG0001776,ddpA_2,"hypothetical protein; putative D,D-dipeptide-binding periplasmic protein DdpA",399.375
OG0001777,tnpR; tnpR_2; tnpR_1,Transposon gamma-delta resolvase; resolvase fragment-like protein; recombinase family protein,550.875
OG0001778,,hypothetical protein,453.375
OG0001779,dinJ_2,type II toxin-antitoxin system RelB/DinJ family antitoxin; Antitoxin DinJ; hypothetical protein,237.375
OG0001780,,hypothetical protein; DNA adenine methylase,310.125
OG0001781,,hypothetical protein,102
OG0001782,,hypothetical protein,144
OG0001783,,hypothetical protein,258
OG0001784,,hypothetical protein,141
OG0001785,,hypothetical protein,217.125
OG0001786,,DNA adenine methylase; hypothetical protein,836.1428571428571
OG0001787,socA; socA_1; socA_2,DUF4065 domain-containing protein; Antitoxin SocA,502.7142857142857
OG0001788,,hypothetical protein,158.14285714285714
OG0001789,,hypothetical protein,129
OG0001790,groL_2; groL_1,hypothetical protein; 60 kDa chaperonin,323.14285714285717
OG0001791,,hypothetical protein,96
OG0001792,,hypothetical protein,193.28571428571428
OG0001793,,hypothetical protein,339
OG0001794,,hypothetical protein,587.1428571428571
OG0001795,,hypothetical protein,291.42857142857144
OG0001796,,hypothetical protein,270
OG0001797,,hypothetical protein,207
OG0001798,,hypothetical protein,99
OG0001799,,hypothetical protein,213
OG0001800,,hypothetical protein,171
OG0001801,,hypothetical protein,171.42857142857142
OG0001802,,hypothetical protein,141.42857142857142
OG0001803,,hypothetical protein,171
OG0001804,,hypothetical protein,123
OG0001805,,hypothetical protein,159
OG0001806,,hypothetical protein; lysozyme,663
OG0001807,,hypothetical protein,413.14285714285717
OG0001808,,hypothetical protein,123.85714285714286
OG0001809,,hypothetical protein,176.14285714285714
OG0001810,,hypothetical protein,388.7142857142857
OG0001811,,hypothetical protein,360
OG0001812,,hypothetical protein,185.14285714285714
OG0001813,,hypothetical protein,231
OG0001814,,hypothetical protein,162
OG0001815,,hypothetical protein,156.42857142857142
OG0001816,,hypothetical protein,253.71428571428572
OG0001817,,hypothetical protein,113.14285714285714
OG0001818,ribC,Riboflavin synthase,281.57142857142856
OG0001819,,hypothetical protein,279
OG0001820,,hypothetical protein,381.42857142857144
OG0001821,,hypothetical protein,119.14285714285714
OG0001822,,hypothetical protein,153
OG0001823,,hypothetical protein,343.7142857142857
OG0001824,,hypothetical protein,369.42857142857144
OG0001825,,hypothetical protein,798.8571428571429
OG0001826,azo1,NAD(P)H-dependent oxidoreductase; FMN-dependent NADPH-azoreductase; hypothetical protein,509.14285714285717
OG0001827,,hypothetical protein,507.42857142857144
OG0001828,,hypothetical protein,222
OG0001829,,hypothetical protein,236.57142857142858
OG0001830,,hypothetical protein,339.42857142857144
OG0001831,,hypothetical protein,292.7142857142857
OG0001832,,hypothetical protein,119.14285714285714
OG0001833,,hypothetical protein,127.28571428571429
OG0001834,,hypothetical protein,150.42857142857142
OG0001835,priA_2; priA_1,primosomal protein N'; Primosomal protein N'; hypothetical protein,296.57142857142856
OG0001836,,hypothetical protein,312
OG0001837,,hypothetical protein,123.85714285714286
OG0001838,,Type IV secretion system protein VirB11; hypothetical protein,530.5714285714286
OG0001839,,hypothetical protein,379.7142857142857
OG0001840,,hypothetical protein,198.42857142857142
OG0001841,,hypothetical protein,566.5714285714286
OG0001842,,hypothetical protein,528
OG0001843,,hypothetical protein,616.7142857142857
OG0001844,,hypothetical protein,245.14285714285714
OG0001845,,hypothetical protein,105
OG0001846,,hypothetical protein,2227.285714285714
OG0001847,,hypothetical protein,126
OG0001848,,hypothetical protein,315.14285714285717
OG0001849,,type II toxin-antitoxin system RelE/ParE family toxin; hypothetical protein,241.5
OG0001850,,YadA-like family protein; hypothetical protein,2888.5
OG0001851,,BrnA antitoxin family protein; hypothetical protein,270
OG0001852,,BrnT family toxin; hypothetical protein,253.5
OG0001853,,hypothetical protein,631.5
OG0001854,,hypothetical protein; type II toxin-antitoxin system RelB/DinJ family antitoxin,208.5
OG0001855,,hypothetical protein,277.5
OG0001856,,hypothetical protein,210.5
OG0001857,,hypothetical protein,129
OG0001858,yopJ_1,hypothetical protein; Effector protein YopJ,740.5
OG0001859,,hypothetical protein,182
OG0001860,,hypothetical protein,192
OG0001861,,hypothetical protein,165
OG0001862,,hypothetical protein,381
OG0001863,,hypothetical protein,138
OG0001864,,hypothetical protein,120
OG0001865,,hypothetical protein,211
OG0001866,,hypothetical protein,120
OG0001867,,hypothetical protein,870
OG0001868,,hypothetical protein,368.5
OG0001869,,hypothetical protein,120
OG0001870,,hypothetical protein,90
OG0001871,,hypothetical protein,207
OG0001872,,hypothetical protein,352.5
OG0001873,,hypothetical protein,429
OG0001874,,hypothetical protein,413
OG0001875,,hypothetical protein,93
OG0001876,,hypothetical protein,183
OG0001877,,hypothetical protein,117
OG0001878,,hypothetical protein,96
OG0001879,,hypothetical protein,135
OG0001880,,hypothetical protein,480
OG0001881,,hypothetical protein,171
OG0001882,,hypothetical protein,252
OG0001883,,hypothetical protein,109
OG0001884,,hypothetical protein,258
OG0001885,,hypothetical protein,111
OG0001886,,hypothetical protein,186
OG0001887,traG,Conjugal transfer protein TraG; type IV secretory system conjugative DNA transfer family protein,1660
OG0001888,,hypothetical protein,390
OG0001889,,hypothetical protein,120
OG0001890,,hypothetical protein,271.5
OG0001891,,hypothetical protein,96
OG0001892,,hypothetical protein,168
OG0001893,,hypothetical protein,268
OG0001894,,hypothetical protein,117
OG0001895,,hypothetical protein,221
OG0001896,,hypothetical protein,90
OG0001897,,hypothetical protein,279
OG0001898,,hypothetical protein,658.5
OG0001899,,hypothetical protein,161.5
OG0001900,,hypothetical protein,205.5
OG0001901,,DUF6290 family protein,228
OG0001902,,virulence RhuM family protein; hypothetical protein,291
OG0001903,,type II toxin-antitoxin system VapC family toxin; hypothetical protein,356.4
OG0001904,,hypothetical protein,255.6
OG0001905,,hypothetical protein,192
OG0001906,,hypothetical protein,210
OG0001907,,hypothetical protein,293.4
OG0001908,,hypothetical protein,127.8
OG0001909,,hypothetical protein,921.6
OG0001910,,hypothetical protein,517.2
OG0001911,,hypothetical protein,392.4
OG0001912,,hypothetical protein; type I restriction enzyme HsdR N-terminal domain-containing protein,1056
OG0001913,,hypothetical protein,486
OG0001914,,hypothetical protein,138
OG0001915,,hypothetical protein,730.2
OG0001916,,hypothetical protein,156
OG0001917,lpxD_5,hypothetical protein; UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,388.2
OG0001918,,hypothetical protein; VENN motif pre-toxin domain-containing protein,770.4
OG0001919,,hypothetical protein,204
OG0001920,,hypothetical protein,237
OG0001921,,hypothetical protein,438.6
OG0001922,,hypothetical protein,265.8
OG0001923,,hypothetical protein,300
OG0001924,,hypothetical protein,456
OG0001925,,hypothetical protein,338.4
OG0001926,ssb_2; ssb,Single-stranded DNA-binding protein; single-stranded DNA-binding protein,255.6
OG0001927,,MFS transporter; hypothetical protein,1017
OG0001928,,hypothetical protein,223.2
OG0001929,dnaJ_3; dnaJ_4; dnaJ_1; dnaJ_2,Chaperone protein DnaJ,585
OG0001930,,hypothetical protein,571.8
OG0001931,,hypothetical protein,273
OG0001932,fpr_2; fpr_1,Flavodoxin/ferredoxin--NADP reductase,219
OG0001933,,hypothetical protein,367.2
OG0001934,,hypothetical protein,196.2
OG0001935,,hypothetical protein,201
OG0001936,,hypothetical protein,108.6
OG0001937,,hypothetical protein,411.6
OG0001938,,hypothetical protein,207
OG0001939,,hypothetical protein,205.8
OG0001940,,hypothetical protein,246
OG0001941,,hypothetical protein,150
OG0001942,,hypothetical protein,711
OG0001943,,hypothetical protein,184.8
OG0001944,,hypothetical protein,178.8
OG0001945,flgG; flgC; flgF,flagellar hook protein FlgE; flagellar basal-body rod protein FlgG; flagellar basal body rod protein FlgC; flagellar basal-body rod protein FlgF,788.25
OG0001946,,hypothetical protein,1389.75
OG0001947,,DNA-binding protein; hypothetical protein,252
OG0001948,,hypothetical protein,237.75
OG0001949,,type II toxin-antitoxin system PemK/MazF family toxin; hypothetical protein,491.25
OG0001950,,hypothetical protein,279
OG0001951,,hypothetical protein,155.25
OG0001952,,hypothetical protein,167.25
OG0001953,,hypothetical protein,193.5
OG0001954,ttuE_2; ttuE_1,Pyruvate kinase,360
OG0001955,,hypothetical protein,255
OG0001956,,hypothetical protein,771
OG0001957,,hypothetical protein,411.75
OG0001958,lpxD_4,hypothetical protein; UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,542.25
OG0001959,,hypothetical protein,200.25
OG0001960,,hypothetical protein,596.25
OG0001961,,hypothetical protein,153
OG0001962,,hypothetical protein,114
OG0001963,,hypothetical protein,180
OG0001964,,hypothetical protein,1122
OG0001965,,hypothetical protein,1248
OG0001966,COQ3; COQ3_2,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",1116
OG0001967,,hypothetical protein,163.5
OG0001968,,hypothetical protein,225.75
OG0001969,,hypothetical protein,174
OG0001970,,hypothetical protein,159
OG0001971,,hypothetical protein,485.25
OG0001972,,hypothetical protein,215.25
OG0001973,,hypothetical protein,144
OG0001974,,hypothetical protein,204.75
OG0001975,,hypothetical protein,195
OG0001976,,hypothetical protein,225
OG0001977,,hypothetical protein,129
OG0001978,,hypothetical protein,110.25
OG0001979,,hypothetical protein,519
OG0001980,,hypothetical protein,250.5
OG0001981,,hypothetical protein,182.25
OG0001982,dnaJ_3; dnaJ_4; dnaJ_5,Chaperone protein DnaJ,454.5
OG0001983,,hypothetical protein,175.5
OG0001984,,hypothetical protein,438.75
OG0001985,hemA,5-aminolevulinate synthase,793.5
